,match_id,match_date,homeTeam_name,awayTeam_name,pi_rating_home,pi_rating_away,possession_home_last3_mean,possession_away_last3_mean,xG_home_last3_mean,xG_away_last3_mean,goal_contrib_home_last3_mean,goal_contrib_away_last3_mean,interceptions_home_last3_mean,interceptions_away_last3_mean,passes_home_last3_mean,passes_away_last3_mean,dribblesPct_home_last3_mean,dribblesPct_away_last3_mean,corners_home_last3_mean,corners_away_last3_mean,avg_rating_home_last3_mean,avg_rating_away_last3_mean,weighted_rating_home_last3_mean,weighted_rating_away_last3_mean
191,12657427,2025-02-08,Dewa United FC,Persija Jakarta,0.5739479273690062,0.3448410926994019,60.0,52.0,2.4382066666666664,0.8340710000000001,4.333333333333333,3.3333333333333335,12.666666666666666,8.333333333333334,519.6666666666666,406.6666666666667,21.666666666666668,7.0,6.333333333333333,4.666666666666667,4.759545454545454,4.629090909090909,7.242198596920375,6.79734359802769
192,12657426,2025-02-09,PSS Sleman,Bali United FC,-0.08636023364459744,0.23691855185414248,39.0,49.666666666666664,2.126337433333333,1.9578928666666664,5.0,3.3333333333333335,11.666666666666666,9.666666666666666,266.0,321.3333333333333,15.333333333333334,17.666666666666668,2.3333333333333335,4.333333333333333,4.782608695652175,4.456521739130434,6.975329487972904,6.854902467830484
193,12657425,2025-02-09,PSIS Semarang,Persib Bandung,-0.4087886811859788,0.5974393570156818,48.0,51.0,1.4119235,0.8456767333333334,2.0,2.3333333333333335,16.0,14.0,345.6666666666667,335.0,20.333333333333332,10.0,5.0,4.0,4.365612648221344,4.87016708437761,6.549777335772601,6.823693752693603
194,12808504,2025-02-10,Arema FC,PSM Makassar,-0.009526747174036801,0.04340836424801141,51.333333333333336,40.0,1.4722493666666665,1.0653059999999999,2.3333333333333335,1.3333333333333333,17.0,16.0,325.3333333333333,275.6666666666667,19.666666666666668,13.666666666666666,4.666666666666667,7.0,4.818247694334651,4.726086956521739,6.883391572101263,6.853386605443494
195,12657424,2025-02-10,Malut United FC,Borneo FC Samarinda,0.08290658527800825,0.12638168826523297,56.666666666666664,64.0,1.5935371666666667,1.2288415333333331,0.6666666666666666,2.0,8.0,8.666666666666666,394.6666666666667,434.3333333333333,24.333333333333332,16.333333333333332,7.666666666666667,4.666666666666667,4.560869565217391,4.679220779220779,6.857113645057102,6.799074898478776
196,12657422,2025-02-14,Semen Padang FC,Persita Tangerang,-0.4087825710792229,0.08289265575144442,48.666666666666664,45.0,1.2526473333333332,0.7203579999999999,1.6666666666666667,1.3333333333333333,14.333333333333334,17.333333333333332,322.0,329.6666666666667,17.0,8.666666666666666,6.333333333333333,3.6666666666666665,4.274440052700923,4.400000000000001,6.63691839941126,6.589808356987529
197,12654032,2025-02-14,Persik Kediri,Persis Solo,0.01786430841332954,-0.4936510024507835,60.666666666666664,49.333333333333336,1.2548226666666666,1.0100778333333336,2.0,0.6666666666666666,15.0,23.333333333333332,348.6666666666667,345.0,26.0,20.666666666666668,4.333333333333333,3.0,4.9932084823389165,5.087727272727273,7.1053681439992005,6.837933976016768
198,12654036,2025-02-15,Madura United FC,Dewa United FC,-0.4925177061175628,0.6280133958473453,52.0,64.33333333333333,1.5327493333333333,1.4559256666666667,2.0,4.333333333333333,15.333333333333334,12.666666666666666,384.3333333333333,558.6666666666666,19.666666666666668,14.333333333333334,2.6666666666666665,6.333333333333333,4.606126482213438,5.007272727272729,6.845954277690404,7.136787305492344
199,12654027,2025-02-15,Persebaya Surabaya,PSBS Biak,-0.04318751086215841,-0.011599846174958926,47.0,43.666666666666664,1.3910860333333332,0.7865833333333333,1.0,1.6666666666666667,15.666666666666666,14.666666666666666,341.6666666666667,254.0,18.666666666666668,18.0,6.333333333333333,4.0,4.875689223057644,4.861760461760462,6.922806488005669,6.843587666845086
201,12654037,2025-02-16,Persija Jakarta,Persib Bandung,0.29077562422106273,0.5969448072172409,63.333333333333336,42.666666666666664,2.362475433333333,1.0213453333333333,4.0,2.3333333333333335,12.0,14.0,463.3333333333333,297.3333333333333,15.333333333333334,14.666666666666666,7.0,4.0,5.176479076479076,4.9350155692260955,7.144864192838701,6.838403461984022
202,12654035,2025-02-16,Borneo FC Samarinda,PS Barito Putera,0.011465823076469463,-0.15218623220495953,53.0,45.0,1.8054001666666668,1.3257489666666669,3.3333333333333335,3.6666666666666665,18.666666666666668,20.0,364.3333333333333,286.6666666666667,15.333333333333334,13.0,5.0,4.0,4.589130434782609,4.489855072463769,7.063346186809421,6.792144812281015
200,12654040,2025-02-16,PSIS Semarang,PSM Makassar,-0.4082941313875378,0.04837944578249593,50.333333333333336,38.0,1.3455921999999998,0.7008383333333333,1.3333333333333333,1.3333333333333333,13.666666666666666,18.333333333333332,369.0,293.0,18.666666666666668,11.666666666666666,5.0,3.0,4.540579710144928,4.678260869565217,6.654552882806212,6.758885945042452
203,12654041,2025-02-17,Arema FC,PSS Sleman,-0.014497828708521333,-0.14863188118773954,54.333333333333336,40.666666666666664,1.4792897,1.6856267,2.0,0.6666666666666666,19.0,15.0,401.0,246.66666666666666,14.666666666666666,9.333333333333334,4.333333333333333,4.333333333333333,4.601449275362319,5.519656084656084,6.949523555674019,6.796333949509545
204,12654045,2025-02-17,Bali United FC,Malut United FC,0.2991901993972846,0.19782245046677177,40.0,48.0,1.8503352,1.4341846666666669,3.0,2.3333333333333335,12.666666666666666,14.333333333333334,234.66666666666666,370.3333333333333,14.0,14.0,4.666666666666667,5.333333333333333,4.689776648472301,4.6,6.7720033657016385,6.930935043124307
205,12654042,2025-02-21,Persis Solo,Semen Padang FC,-0.44222679692841826,-0.29966967427824026,52.666666666666664,51.333333333333336,1.1413752333333333,1.440411,2.6666666666666665,4.666666666666667,10.333333333333334,12.333333333333334,344.0,377.3333333333333,15.666666666666666,15.333333333333334,2.0,3.0,4.5175230566534905,5.146020733652311,6.951226254885441,6.932719731523437
206,12654043,2025-02-21,PSBS Biak,Persik Kediri,-0.07660492316435533,-0.0335598971090357,49.666666666666664,57.666666666666664,1.905458,1.1482352999999998,2.3333333333333335,1.3333333333333333,19.333333333333332,14.333333333333334,384.0,389.6666666666667,23.666666666666668,21.333333333333332,5.333333333333333,2.6666666666666665,5.096928916494135,4.8445322793148895,6.970390897099112,6.972134145289037
207,12654047,2025-02-21,Dewa United FC,Persebaya Surabaya,0.512511309842288,0.021817566127237994,66.0,52.333333333333336,2.704591666666667,1.3406816666666668,4.0,0.6666666666666666,9.666666666666666,11.0,569.6666666666666,320.0,21.333333333333332,21.0,5.666666666666667,4.666666666666667,4.745,4.798412698412698,7.199693728699734,6.741165322580645
208,12654049,2025-02-22,Persita Tangerang,Borneo FC Samarinda,-0.02622024104953817,0.07026240172289225,42.666666666666664,61.333333333333336,1.0071828,1.1203945333333334,2.3333333333333335,1.3333333333333333,15.333333333333334,10.666666666666666,335.6666666666667,400.3333333333333,11.666666666666666,15.333333333333334,4.333333333333333,6.333333333333333,4.591304347826086,4.736652236652237,7.000691044963084,6.6428656884420105
209,12654053,2025-02-22,Persib Bandung,Madura United FC,0.5840706372620169,-0.37701562011250545,52.333333333333336,53.666666666666664,1.2963605333333332,1.6637161000000003,1.6666666666666667,0.6666666666666666,5.666666666666667,13.666666666666666,403.6666666666667,347.3333333333333,14.0,18.333333333333332,8.333333333333334,3.6666666666666665,4.517786561264821,4.195783926218708,6.893113680962799,6.828068430838105
210,12654048,2025-02-23,PSM Makassar,Persija Jakarta,0.006909872317060632,0.3036497941762867,47.333333333333336,46.333333333333336,1.5458040000000002,1.1702573333333335,3.0,3.6666666666666665,17.666666666666668,11.666666666666666,308.3333333333333,367.3333333333333,14.666666666666666,9.0,4.333333333333333,5.0,4.553227931488801,4.623030303030304,6.9716294879966005,6.784709008694491
211,12657421,2025-02-23,Malut United FC,PSS Sleman,0.2193236925098065,-0.27243776513317763,50.666666666666664,44.333333333333336,1.9013203333333333,1.3423486999999998,1.6666666666666667,1.0,11.0,14.333333333333334,363.3333333333333,241.66666666666666,17.0,11.666666666666666,5.0,4.333333333333333,4.59855072463768,5.406878306878306,6.9502224770409695,6.764222601011369
212,12654050,2025-02-24,Arema FC,PSIS Semarang,0.10930805523691678,-0.3668245579221025,56.333333333333336,43.333333333333336,2.0932359999999997,0.9540453333333335,3.6666666666666665,1.6666666666666667,16.0,16.0,381.3333333333333,334.0,17.333333333333332,13.0,5.333333333333333,3.3333333333333335,4.730434782608696,5.609259259259258,7.179188736614271,6.885262427304538
213,12654044,2025-02-24,PS Barito Putera,Bali United FC,-0.2109828108513823,0.27768895735424987,40.666666666666664,46.0,1.7233078666666666,1.8779038999999997,4.666666666666667,3.6666666666666665,13.0,8.666666666666666,295.0,296.3333333333333,10.333333333333334,17.666666666666668,3.6666666666666665,4.333333333333333,4.7855072463768105,4.5550724637681155,7.012355065346637,6.877963664746177
216,12654046,2025-03-01,Persik Kediri,Dewa United FC,-0.03749214193173646,0.595231806778828,50.666666666666664,64.0,1.0996759999999999,1.3918740000000003,0.3333333333333333,4.0,14.333333333333334,11.0,232.0,541.6666666666666,23.0,10.666666666666666,3.0,4.666666666666667,4.815804002760523,5.024444444444446,7.001448257179981,7.0693852553890935
214,12654054,2025-03-01,Persebaya Surabaya,Persib Bandung,-0.060902930809302064,0.5072665497746492,50.666666666666664,42.666666666666664,1.3793005,1.0869023333333334,0.6666666666666666,3.0,14.333333333333334,12.0,364.0,291.6666666666667,22.0,18.333333333333332,7.0,5.666666666666667,4.687619047619047,4.942352092352093,6.936426954887007,6.898565705266972
215,12654056,2025-03-01,Semen Padang FC,PSBS Biak,-0.30457695979218946,-0.07267267834165457,47.0,44.0,1.0768309999999996,0.8940100000000001,1.6666666666666667,1.0,12.666666666666666,12.0,301.3333333333333,264.3333333333333,8.333333333333334,17.333333333333332,4.0,3.3333333333333335,4.191831357048748,4.93469696969697,6.673659306288083,6.815224093383432
219,12654052,2025-03-02,Bali United FC,Persita Tangerang,0.17047928751943442,-0.09981830004819259,45.666666666666664,48.0,1.5731775333333333,0.9703066666666667,3.0,0.6666666666666666,13.333333333333334,16.333333333333332,298.3333333333333,357.0,17.333333333333332,9.0,5.0,3.6666666666666665,4.478643578643578,4.433333333333334,6.772354883489537,6.652098666167994
217,12654051,2025-03-02,Borneo FC Samarinda,Persis Solo,0.14386046072154665,-0.43731951141446906,52.666666666666664,54.666666666666664,1.8780545,1.1700176666666668,3.3333333333333335,0.6666666666666666,16.333333333333332,15.666666666666666,354.3333333333333,313.6666666666667,11.666666666666666,17.333333333333332,4.0,3.0,4.519367588932806,4.890909090909092,7.1664145654591955,6.784278815293036
218,12654055,2025-03-02,Madura United FC,PSM Makassar,-0.3002115326251377,0.0814476714045065,44.666666666666664,45.333333333333336,1.283778,1.0560016666666667,2.6666666666666665,1.0,17.0,18.666666666666668,300.0,324.3333333333333,17.0,15.333333333333334,2.0,7.0,4.482938076416337,4.798688750862663,6.973947078900861,6.883416689379021
220,12654059,2025-03-03,PSS Sleman,PS Barito Putera,-0.31696440442399376,-0.10377314101656684,48.0,43.333333333333336,2.0201474666666663,0.7866026666666667,3.0,3.6666666666666665,13.0,17.333333333333332,324.6666666666667,267.6666666666667,16.333333333333332,12.333333333333334,3.6666666666666665,4.0,4.627536231884059,4.581159420289855,6.859013822129604,6.783163807196408
221,12657420,2025-03-04,Malut United FC,Arema FC,0.2638503318006226,0.06642620684892694,48.0,48.666666666666664,1.8715716666666669,1.3083913333333335,2.3333333333333335,1.3333333333333333,9.0,15.333333333333334,338.3333333333333,362.0,14.333333333333334,21.333333333333332,3.6666666666666665,3.6666666666666665,4.717391304347825,4.602832674571805,6.990003609611087,6.858075451702604
222,12654060,2025-03-05,Persib Bandung,Persik Kediri,0.38805112490467575,-0.07489865897362798,53.0,55.666666666666664,1.1905700666666668,0.8724701333333332,0.6666666666666666,1.0,7.333333333333333,15.666666666666666,402.6666666666667,378.3333333333333,12.333333333333334,21.666666666666668,6.333333333333333,3.6666666666666665,4.332279314888011,4.996969696969699,6.911113121047316,6.959528047842254
223,12654063,2025-03-05,Dewa United FC,Semen Padang FC,0.6326383238207196,-0.2847449378878999,67.66666666666667,50.666666666666664,2.6429196666666663,0.8098026666666667,4.0,3.3333333333333335,8.666666666666666,12.333333333333334,606.6666666666666,344.6666666666667,22.333333333333332,13.333333333333334,5.666666666666667,2.6666666666666665,4.87,5.135263157894737,7.190408146880287,6.852378897460433
224,12654057,2025-03-06,PSBS Biak,Borneo FC Samarinda,-0.09250470024594411,0.047825130717434265,54.0,58.666666666666664,2.1202467,1.471633533333333,1.6666666666666667,1.3333333333333333,18.333333333333332,9.666666666666666,406.3333333333333,392.6666666666667,24.666666666666668,11.666666666666666,7.333333333333333,5.333333333333333,4.988233264320221,4.686059351276743,6.9385952070670625,6.666201679254725
225,12654062,2025-03-06,Persis Solo,Bali United FC,-0.34128418141035666,0.1335702061096058,56.333333333333336,46.0,1.3333755666666667,1.4640445,3.3333333333333335,1.3333333333333333,13.0,13.333333333333334,388.6666666666667,292.6666666666667,18.333333333333332,15.333333333333334,4.666666666666667,3.0,4.314624505928852,4.46231884057971,7.017987880300635,6.704034433837003
226,12654058,2025-03-07,PSM Makassar,Persebaya Surabaya,0.17752282984631096,0.05831249406067138,50.333333333333336,46.666666666666664,1.5023263333333337,1.2504730000000002,3.0,0.3333333333333333,17.0,15.0,328.0,327.6666666666667,13.666666666666666,21.666666666666668,5.333333333333333,4.666666666666667,4.488010540184454,4.810555555555555,7.068320891485448,6.811158083357216
227,12654065,2025-03-07,Persita Tangerang,PSS Sleman,-0.06290921863836398,-0.38120626850508305,42.666666666666664,46.333333333333336,0.9832201333333334,1.2112773666666665,1.3333333333333333,1.0,11.333333333333334,12.333333333333334,322.6666666666667,295.3333333333333,10.666666666666666,12.666666666666666,4.666666666666667,3.0,4.497101449275362,5.6387914230019485,6.821787284606169,6.68762252529866
228,12654064,2025-03-08,PS Barito Putera,Malut United FC,-0.0395312769354776,0.3246085885552104,45.0,48.333333333333336,1.7299465333333333,0.9694523666666667,4.333333333333333,1.3333333333333333,18.333333333333332,14.333333333333334,290.3333333333333,327.3333333333333,12.333333333333334,14.666666666666666,3.6666666666666665,4.333333333333333,4.834782608695652,4.573913043478261,7.051831136390997,6.9019088380456175
229,12657418,2025-03-09,Persija Jakarta,Arema FC,0.2291119950888408,0.005667950094339146,57.333333333333336,47.333333333333336,1.6750071000000002,1.3515633333333332,3.6666666666666665,1.0,13.0,14.0,414.6666666666667,378.6666666666667,13.0,19.0,6.666666666666667,5.0,5.122222222222223,4.220289855072464,6.92257988525952,6.779818614924715
231,12653979,2025-03-10,Semen Padang FC,Persib Bandung,-0.41647907152530567,0.4969323084812505,44.666666666666664,45.333333333333336,0.9590510333333331,0.8979453333333334,2.0,2.3333333333333335,12.0,12.0,304.0,297.6666666666667,6.666666666666667,20.666666666666668,3.6666666666666665,6.0,4.279710144927537,4.795454545454546,6.869311112801888,6.8174351094977546
230,12653994,2025-03-10,Dewa United FC,Borneo FC Samarinda,0.7643724574581254,-0.022618172398477757,67.0,55.666666666666664,2.373908333333333,1.4022058666666668,5.0,0.6666666666666666,8.666666666666666,13.333333333333334,607.3333333333334,407.6666666666667,18.666666666666668,14.0,3.6666666666666665,5.0,5.233333333333334,4.793926846100759,7.270199496445951,6.756603149098652
234,12653991,2025-03-11,PSS Sleman,Persis Solo,-0.29800411894048906,-0.31217098105960894,52.666666666666664,51.0,2.0025077000000002,0.7843443333333333,2.0,0.3333333333333333,14.333333333333334,10.333333333333334,401.3333333333333,283.0,14.666666666666666,16.333333333333332,4.333333333333333,3.0,4.57536231884058,4.887878787878788,6.721551927493653,6.7855463073192
233,12653988,2025-03-11,Persik Kediri,PSM Makassar,-0.18377984255020263,0.09243367298679661,51.666666666666664,48.666666666666664,1.2241261,1.4198516666666665,1.0,2.6666666666666665,12.333333333333334,18.333333333333332,294.0,340.3333333333333,22.333333333333332,16.333333333333332,4.666666666666667,6.0,4.891166321601104,4.747964113181504,6.947050834728121,6.97465888064828
232,12653990,2025-03-11,Bali United FC,PSBS Biak,0.10445700575885802,-0.022061397130032093,47.666666666666664,51.0,1.6831450000000003,1.2541276666666665,2.3333333333333335,0.3333333333333333,11.0,11.0,278.6666666666667,326.0,19.666666666666668,17.333333333333332,4.333333333333333,2.3333333333333335,4.314677834243052,5.047539682539682,6.791454581408286,6.842423278426576
235,12657417,2025-03-12,Malut United FC,Persita Tangerang,0.2905846469462379,-0.1461113682029579,48.666666666666664,51.0,1.4647023333333333,1.342627,2.6666666666666665,1.0,12.0,23.0,350.0,344.0,11.333333333333334,8.0,2.6666666666666665,5.333333333333333,4.933333333333333,4.582608695652174,7.064534267529248,6.770690582115198
236,12653985,2025-03-12,Persebaya Surabaya,PSIS Semarang,0.14340165092018572,-0.32394270953411264,49.333333333333336,47.666666666666664,1.1377747333333332,1.3491860666666666,2.3333333333333335,2.3333333333333335,15.0,15.333333333333334,346.0,354.6666666666667,22.0,16.0,6.666666666666667,3.3333333333333335,4.8097619047619045,5.462962962962962,7.017661506440678,6.856214586787693
237,12653992,2025-03-13,Arema FC,PS Barito Putera,0.11303426862811061,-0.005507335326505127,54.0,44.333333333333336,2.3421126666666665,0.8468910333333334,4.0,2.0,18.666666666666668,14.666666666666666,374.6666666666667,271.3333333333333,18.666666666666668,11.333333333333334,6.0,3.0,4.334782608695653,4.573913043478261,7.162665243423265,6.747903212802032
238,13560026,2025-03-16,PSIS Semarang,Madura United FC,-0.273520469281956,-0.39628669106694225,48.333333333333336,45.333333333333336,1.1701117,1.2451147666666669,1.3333333333333333,0.6666666666666666,9.666666666666666,15.333333333333334,352.0,309.0,14.666666666666666,17.333333333333332,4.0,2.6666666666666665,4.5898550724637674,4.136363636363637,6.756555953622225,6.889092381023744
239,13561514,2025-04-06,Madura United FC,Persija Jakarta,-0.31993901584302176,0.12174567655506935,48.333333333333336,42.333333333333336,0.9301333333333334,0.7528363333333333,2.3333333333333335,2.6666666666666665,15.666666666666666,16.666666666666668,346.0,326.0,21.666666666666668,13.333333333333334,2.3333333333333335,5.0,4.379710144927537,4.70030303030303,6.906433064406983,6.743140204794977
240,12653999,2025-04-10,PSM Makassar,Semen Padang FC,0.06690112724465594,-0.520435844164659,54.0,43.0,1.0325733333333333,0.3887893333333334,1.3333333333333333,1.3333333333333333,15.333333333333334,11.666666666666666,345.6666666666667,296.0,13.0,12.333333333333334,7.0,1.6666666666666667,4.679183135704875,4.955263157894737,6.980723328188286,6.506475518185862
241,12653998,2025-04-10,Bali United FC,Dewa United FC,-0.0012155578355826646,0.664646039639229,50.666666666666664,57.333333333333336,1.0537316666666667,1.2688336666666666,0.6666666666666666,4.333333333333333,11.333333333333334,14.333333333333334,326.0,507.0,17.0,8.666666666666666,6.0,5.333333333333333,4.268577075098814,5.104444444444445,6.775543879687322,7.028652899983517
243,12654000,2025-04-11,PSBS Biak,PSS Sleman,0.0836111664644086,-0.41468806614292686,51.333333333333336,45.0,1.7079497000000001,0.8017393333333334,2.0,2.3333333333333335,14.666666666666666,15.0,363.3333333333333,277.3333333333333,28.0,12.333333333333334,6.333333333333333,2.6666666666666665,4.686059351276742,5.52046783625731,6.978958854701827,6.679734717621251
242,12654003,2025-04-11,PSIS Semarang,Persik Kediri,-0.34986814450587644,-0.158247296808062,56.0,57.0,0.9698016999999997,0.7675056666666666,1.3333333333333333,1.0,9.0,13.0,420.6666666666667,364.0,17.0,19.666666666666668,5.0,4.666666666666667,4.660869565217391,5.099696969696971,6.90456814711822,6.877733914272689
244,12653996,2025-04-11,Borneo FC Samarinda,Persib Bandung,0.07710824542041865,0.6008890811206038,57.333333333333336,52.0,1.3962822333333331,1.3131416666666664,1.3333333333333333,4.333333333333333,13.0,13.0,383.0,355.3333333333333,11.666666666666666,17.666666666666668,5.666666666666667,5.333333333333333,4.479512516469039,4.895526695526695,7.05546051415402,6.839163272933234
246,12653997,2025-04-12,Persija Jakarta,Persebaya Surabaya,0.040962013533909505,0.09297941066802906,49.666666666666664,39.666666666666664,1.0437353666666667,1.3754426666666666,3.0,1.0,11.666666666666666,17.666666666666668,349.6666666666667,276.3333333333333,12.333333333333334,11.666666666666666,5.666666666666667,4.333333333333333,4.857431457431457,4.63031746031746,6.681056507072707,6.758451604623289
245,12654007,2025-04-12,Persis Solo,Malut United FC,-0.1954870338571712,0.34012417439712583,59.0,43.666666666666664,1.6013446333333334,0.7148597,2.3333333333333335,1.6666666666666667,15.333333333333334,17.0,394.0,292.6666666666667,18.0,13.666666666666666,7.333333333333333,3.0,4.5550724637681155,4.734782608695652,7.05093837535014,6.830432086916761
247,12654006,2025-04-13,Persita Tangerang,PS Barito Putera,-0.1956508956538458,-0.10235872125880761,45.0,47.333333333333336,1.1949696666666665,1.2241587,1.0,2.3333333333333335,9.333333333333334,12.0,301.0,319.0,14.333333333333334,15.666666666666666,8.0,1.6666666666666667,4.592753623188405,4.579710144927536,6.837913951585517,6.730271492782723
